"Section","Role","Channel","Title","Test Data","Preconditions","Steps","Expected Result","Platform","TestMethod","Type","P","References","Release version","QA Responsibility"
"Agentic > SharePoint KM > ASAP Integration > ETL Content Sync","Admin","API","Check that ETL sync failure due to SharePoint connectivity error should not corrupt previously indexed documents","Simulated SharePoint API outage / networkId: net-001","sharepointConfig.enabled=true / km-etl running / Pre-existing indexed documents in Discovery Engine / SharePoint API temporarily unavailable (mocked)","1. Verify existing documents are indexed in Discovery Engine
2. Simulate SharePoint API outage
3. Trigger ETL sync
4. After simulated recovery query Discovery Engine for pre-existing documents","1. ETL sync fails gracefully with error log
2. Previously indexed documents remain intact in Discovery Engine
3. ETL does not delete existing data on failure","All","Manual","Regression Test","P1","RAG-2","agentic-sharepoint-km","QA"
"Agentic > SharePoint KM > ASAP Integration > ETL Content Sync","Admin","API","Verify that a file exactly at the 20MB boundary should be ingested or skipped consistently according to spec rule (>20MB skipped)","File: boundary-file.pdf (exactly 20MB) / networkId: net-001","sharepointConfig.enabled=true / km-etl running / 20MB PDF uploaded to SharePoint","1. Upload boundary-file.pdf (exactly 20MB) to SharePoint
2. Trigger ETL sync
3. Query Discovery Engine for boundary-file.pdf
4. Check ETL logs for file processing decision","1. File at exactly 20MB is ingested (>20MB rule means 20MB is not skipped)
2. ETL log shows file was processed
3. Behavior is consistent with spec definition of '>20MB'","All","Manual","Regression Test","P2","RAG-2","agentic-sharepoint-km","QA"
"Agentic > SharePoint KM > ASAP Integration > ETL Content Sync","Admin","API","Check that an empty SharePoint site with no documents should result in ETL sync completing without error and Discovery Engine remaining unchanged","Empty SharePoint test site / networkId: net-002","sharepointConfig.enabled=true for net-002 / km-etl running / No files in SharePoint site for net-002","1. Ensure SharePoint site for net-002 has zero files
2. Trigger ETL sync for net-002
3. Check ETL logs
4. Verify Discovery Engine for net-002","1. ETL sync cycle completes with status 'success' or 'no-op'
2. No error is thrown for empty site
3. Discovery Engine shows no new documents for net-002","All","Manual","Regression Test","P2","RAG-2","agentic-sharepoint-km","QA"
"Agentic > SharePoint KM > ASAP Integration > ETL Content Sync","Admin","API","Verify that updating a previously indexed file in SharePoint should result in the updated content being indexed on next ETL sync","Updated file: report.pdf (v2 content) / networkId: net-001","report.pdf v1 already indexed in Discovery Engine / sharepointConfig.enabled=true / km-etl running","1. Modify report.pdf content and re-upload to SharePoint
2. Trigger ETL sync
3. Search Discovery Engine using text unique to v2
4. Confirm v1-only text is no longer exclusively matched","1. Discovery Engine returns results reflecting v2 content
2. ETL log records an update event for report.pdf
3. No duplicate document entry created","All","Manual","Regression Test","P1","RAG-2","agentic-sharepoint-km","QA"
"Agentic > SharePoint KM > ASAP Integration > Delta Sync","Admin","API","Check that delta sync should only ingest changed items since the last sync using Graph API delta query","Graph delta token persisted from previous sync / Changed file: update.docx / networkId: net-001","Initial full sync completed / deltaToken stored in sharepoint-delta-tokens Cosmos collection / One file modified since last sync","1. Verify deltaToken exists in Cosmos sharepoint-delta-tokens for net-001
2. Modify update.docx in SharePoint
3. Trigger delta sync cycle
4. Inspect ETL logs for files processed
5. Verify only update.docx was re-indexed","1. Only update.docx is re-ingested
2. Unchanged files are NOT re-downloaded or re-indexed
3. Delta token is updated in Cosmos after successful sync","All","Manual","Smoke Test","P0","RAG-3","agentic-sharepoint-km","QA"
"Agentic > SharePoint KM > ASAP Integration > Delta Sync","Admin","API","Verify that delta sync should persist the updated deltaToken to Cosmos after each successful sync","networkId: net-001 / Cosmos collection: sharepoint-delta-tokens","Initial deltaToken persisted / Delta sync ran successfully / Cosmos DB access available","1. Note current deltaToken value for net-001 from Cosmos
2. Trigger a delta sync with one changed file
3. After sync completes query Cosmos for net-001 deltaToken
4. Compare old and new token values","1. deltaToken value in Cosmos is updated after sync
2. New token differs from old token
3. Next delta sync uses the new token","All","Manual","Sanity Test","P1","RAG-3","agentic-sharepoint-km","QA"
"Agentic > SharePoint KM > ASAP Integration > Delta Sync","Admin","API","Verify that a deleted file in SharePoint should be excluded from Discovery Engine search results after delta sync","Deleted file: obsolete.pdf / networkId: net-001","obsolete.pdf previously indexed in Discovery Engine / Delta sync enabled / File deleted in SharePoint","1. Verify obsolete.pdf is currently indexed in Discovery Engine
2. Delete obsolete.pdf from SharePoint
3. Trigger delta sync
4. Search Discovery Engine for content unique to obsolete.pdf","1. Delta sync processes the deletion event
2. obsolete.pdf content is removed or excluded from Discovery Engine
3. Search returns no results for obsolete.pdf content","All","Manual","Sanity Test","P1","RAG-3","agentic-sharepoint-km","QA"
"Agentic > SharePoint KM > ASAP Integration > Delta Sync","Admin","API","Check that a 410 Gone response from Graph API should trigger a full resync without re-downloading all files","Simulated 410 Gone from Graph API delta endpoint / networkId: net-001","deltaToken exists in Cosmos for net-001 / Graph API returns 410 Gone (mocked) / Metadata traversal available","1. Simulate Graph API delta endpoint returning 410 Gone for net-001
2. Observe ETL service response
3. Verify full resync is triggered via metadata traversal
4. Check that files are not re-downloaded (only metadata traversed)
5. Verify new deltaToken is established","1. ETL detects 410 Gone and initiates full resync flow
2. Files are NOT re-downloaded during resync (metadata traversal only)
3. New deltaToken is established and stored in Cosmos
4. Subsequent sync uses the new token","All","Manual","Regression Test","P0","RAG-3","agentic-sharepoint-km","QA"
"Agentic > SharePoint KM > ASAP Integration > Delta Sync","Admin","API","Check that missing deltaToken in Cosmos (first-time sync) should trigger a full initial sync","networkId: net-003 (new network) / No deltaToken in Cosmos","sharepointConfig.enabled=true for net-003 / No prior sync history / sharepoint-delta-tokens has no record for net-003","1. Verify no deltaToken exists in Cosmos for net-003
2. Trigger ETL sync for net-003
3. Observe full sync execution in logs
4. Verify deltaToken is created in Cosmos after sync","1. ETL performs full initial sync for net-003
2. All supported files in SharePoint are indexed
3. deltaToken is created in Cosmos sharepoint-delta-tokens
4. Subsequent sync uses delta mode","All","Manual","Regression Test","P1","RAG-3","agentic-sharepoint-km","QA"
"Agentic > SharePoint KM > ASAP Integration > Delta Sync","Admin","API","Check that Graph API rate limit error during delta sync should cause graceful retry and not corrupt the deltaToken","Simulated Graph API 429 rate limit / networkId: net-001","Valid deltaToken in Cosmos / Graph API returns 429 (mocked) / Retry logic implemented in ETL","1. Simulate Graph API returning 429 Too Many Requests during delta sync
2. Observe ETL retry behavior
3. After simulated recovery trigger sync again
4. Verify deltaToken in Cosmos is unchanged (not corrupted)","1. ETL retries after 429 with backoff
2. deltaToken in Cosmos is NOT overwritten or corrupted
3. Successful sync completes on retry
4. Logs show retry attempt and eventual success","All","Manual","Regression Test","P2","RAG-3","agentic-sharepoint-km","QA"
"Agentic > SharePoint KM > ASAP Integration > Delta Sync","Admin","API","Verify that 410 Gone handling should NOT update stale permissions during resync — only re-establish the delta token via metadata traversal","410 Gone scenario / networkId: net-001 / Files with changed permissions","deltaToken expired causing 410 Gone / Some files have changed permissions since last sync / Cosmos has stale permission data","1. Simulate 410 Gone from Graph API
2. Observe resync process in ETL logs
3. Verify no permission sync calls are made to Graph API during resync
4. Verify stale permission chunks are still excluded at query-time via Graph Search","1. Resync does NOT call permission-update endpoints
2. deltaToken is re-established via metadata traversal only
3. Stale permission chunks are handled at query-time by Graph Search exclusion
4. No permission data is written to storage during resync","All","Manual","Regression Test","P2","RAG-3","agentic-sharepoint-km","QA"
"Agentic > SharePoint KM > ASAP Integration > Delta Sync","Admin","API","Check that delta sync with zero changes since last sync should complete successfully and keep the existing deltaToken","No file changes since last delta sync / networkId: net-001","Valid deltaToken in Cosmos / No files changed / modified / or deleted in SharePoint since last sync","1. Verify no changes have been made to SharePoint since last sync
2. Trigger delta sync
3. Check ETL logs for files processed
4. Verify deltaToken value in Cosmos","1. ETL sync completes with no items to process
2. No re-indexing occurs
3. deltaToken is refreshed/unchanged (per Graph API behavior)
4. No error is thrown","All","Manual","Regression Test","P2","RAG-3","agentic-sharepoint-km","QA"
"Agentic > SharePoint KM > ASAP Integration > Delta Sync","Admin","API","Verify that concurrent delta syncs for two different networks should persist separate deltaTokens without interference","networkId: net-001 and net-002 running simultaneous delta syncs","Both networks have valid deltaTokens / ETL service supports concurrent network processing","1. Trigger delta sync for net-001 and net-002 simultaneously
2. After both complete query Cosmos deltaTokens for both networks
3. Verify each network has its own updated token","1. net-001 and net-002 each have independent deltaTokens in Cosmos
2. Tokens do not overwrite each other
3. Both syncs complete successfully","All","Manual","Regression Test","P2","RAG-3","agentic-sharepoint-km","QA"
"Agentic > SharePoint KM > ASAP Integration > Permission Enforcement","User","API","Check that a user with valid Microsoft access token should receive only documents they have permission to access via hybrid Graph Search","microsoftAccessToken: valid-token-user-A / networkId: net-001 / Query: 'quarterly report'","Documents indexed in Discovery Engine / User A has permission to doc1 but not doc2 / microsoftAccessToken provided","1. Send POST /api/v1/messages/sharepoint-km/text with valid microsoftAccessToken for user A
2. Observe SSE stream response
3. Verify returned documents against user A SharePoint permissions","1. Response includes only doc1 (user A has permission)
2. doc2 (restricted) is excluded from results
3. Graph Search BM25 intersection enforced correctly","All","Manual","Smoke Test","P0","RAG-4","agentic-sharepoint-km","QA"
"Agentic > SharePoint KM > ASAP Integration > Permission Enforcement","User","API","Verify that Option B fallback (per-doc permission check) should activate when Graph Search ranking diverges significantly","microsoftAccessToken: valid-token-user-B / Simulated ranking divergence scenario / networkId: net-001","Discovery Engine and Graph Search both queryable / Ranking divergence scenario prepared in test data","1. Send query that produces ranking divergence between Discovery Engine and Graph Search
2. Observe which fallback option is used in service logs
3. Verify per-doc check is applied
4. Verify response documents are permission-compliant","1. Option B fallback is triggered for divergent results
2. Per-doc permission check is applied
3. Final result set contains only permitted documents
4. No unauthorized documents leaked","All","Manual","Sanity Test","P1","RAG-4","agentic-sharepoint-km","QA"
"Agentic > SharePoint KM > ASAP Integration > Permission Enforcement","User","API","Verify that a user whose permissions changed after indexing should have stale chunks excluded at query-time via Graph Search","microsoftAccessToken for user C (permissions revoked after indexing) / networkId: net-001","doc3 indexed when user C had access / User C's permissions to doc3 have since been revoked / Valid microsoftAccessToken for user C","1. Send query for content in doc3 with user C's microsoftAccessToken
2. Observe Graph Search intersection result
3. Check if doc3 chunks are excluded","1. doc3 chunks are excluded from response (Graph Search detects revoked permission)
2. Query returns empty or alternative results
3. No stale permission data served to user C","All","Manual","Sanity Test","P1","RAG-4","agentic-sharepoint-km","QA"
"Agentic > SharePoint KM > ASAP Integration > Permission Enforcement","User","API","Check that sending a request with an expired microsoftAccessToken should result in empty Graph Search results and no document leakage","microsoftAccessToken: expired-token / networkId: net-001 / Query: 'quarterly report'","Expired Microsoft access token available / Documents indexed in Discovery Engine","1. Send POST /api/v1/messages/sharepoint-km/text with expired microsoftAccessToken
2. Observe Graph Search behavior with expired token
3. Verify response content","1. Graph Search returns empty results due to expired token
2. No documents are returned to the user
3. Response indicates no accessible documents (not a server error)
4. No internal server error is thrown","All","Manual","Regression Test","P0","RAG-4","agentic-sharepoint-km","QA"
"Agentic > SharePoint KM > ASAP Integration > Permission Enforcement","User","API","Check that Graph Search returning empty set should trigger hybrid fallback and not crash the response pipeline","microsoftAccessToken: valid / Graph Search mock returns empty / networkId: net-001","Graph Search configured to return empty set for test query (mocked) / Discovery Engine has matching documents","1. Send query where Graph Search returns empty intersection
2. Observe whether Option B fallback is triggered
3. Verify response behavior","1. Empty Graph Search result triggers hybrid fallback logic
2. Per-doc permission checks applied to Discovery Engine results
3. Response does not crash
4. Result set is empty (user has no access) or returns permitted docs via fallback","All","Manual","Regression Test","P1","RAG-4","agentic-sharepoint-km","QA"
"Agentic > SharePoint KM > ASAP Integration > Permission Enforcement","User","API","Verify that a file deleted from SharePoint after indexing should be excluded from Graph Search results without requiring ETL re-sync","microsoftAccessToken: valid / Deleted file: deleted-report.docx / networkId: net-001","deleted-report.docx indexed in Discovery Engine / File subsequently deleted from SharePoint / No ETL re-sync run after deletion","1. Send query matching content in deleted-report.docx with valid token
2. Observe Graph Search intersection for deleted file
3. Check response for deleted-report.docx content","1. Graph Search excludes deleted-report.docx (no longer accessible)
2. Response does not contain content from deleted-report.docx
3. No ETL re-sync needed for exclusion","All","Manual","Regression Test","P1","RAG-4","agentic-sharepoint-km","QA"
"Agentic > SharePoint KM > ASAP Integration > Permission Enforcement","User","API","Check that a user with access to ALL documents in Discovery Engine should receive full unfiltered results from Graph Search intersection","microsoftAccessToken: admin-user-token (access to all) / networkId: net-001","Admin user has access to all SharePoint documents / Documents indexed in Discovery Engine","1. Send query with admin user microsoftAccessToken
2. Observe Graph Search intersection result
3. Compare Discovery Engine results with final response","1. Graph Search returns all documents (user has access to all)
2. Final response matches full Discovery Engine result set
3. No unintended filtering applied","All","Manual","Regression Test","P2","RAG-4","agentic-sharepoint-km","QA"
"Agentic > SharePoint KM > ASAP Integration > Permission Enforcement","User","API","Check that permission enforcement should apply independently per networkId so that user token valid for net-001 does not grant access to net-002 documents","microsoftAccessToken: valid for net-001 / Cross-network query to net-002","User has SharePoint access in net-001 / Same user has no SharePoint access in net-002 / Documents indexed for both networks","1. Send query to /messages/sharepoint-km/text with net-002 networkId and user's net-001 token
2. Observe Graph Search result for net-002 scope
3. Verify no net-002 documents returned","1. Query scoped to net-002 returns no documents (user not in net-002 SharePoint)
2. No cross-network document leakage
3. Permission isolation between networks confirmed","All","Manual","Regression Test","P2","RAG-4","agentic-sharepoint-km","QA"
"Agentic > SharePoint KM > ASAP Integration > Ingest Endpoint","Super Admin","API","Check that POST /api/v1/ingest/external/sharepoint/entity-changes with entity_created event should queue file for ingestion","Payload: {""source"": ""sharepoint"" / ""resourceType"": ""file"" / ""eventType"": ""entity_created"" / ""data"": {""entityId"": ""file-abc"" / ""networkId"": ""net-001""}}","Valid API key configured in Authorization header / sharepointConfig.enabled=true for net-001","1. Send POST /api/v1/ingest/external/sharepoint/entity-changes with entity_created payload
2. Verify HTTP response code
3. Check ingestion queue or ETL log for file-abc","1. API returns 200 or 202 Accepted
2. file-abc is queued for ingestion
3. ETL service processes the entity_created event","All","Manual","Smoke Test","P0","RAG-5","agentic-sharepoint-km","QA"
"Agentic > SharePoint KM > ASAP Integration > Ingest Endpoint","Super Admin","API","Verify that entity_updated event should trigger re-ingestion of the updated file","Payload: {""source"": ""sharepoint"" / ""resourceType"": ""file"" / ""eventType"": ""entity_updated"" / ""data"": {""entityId"": ""file-abc"" / ""networkId"": ""net-001""}}","file-abc already indexed / Valid API key configured","1. Send POST with entity_updated payload for file-abc
2. Verify 200/202 response
3. Verify file-abc is queued for re-ingestion
4. After processing confirm updated content in Discovery Engine","1. API returns 200 or 202
2. file-abc is re-ingested with updated content
3. Discovery Engine reflects the update","All","Manual","Sanity Test","P1","RAG-5","agentic-sharepoint-km","QA"
"Agentic > SharePoint KM > ASAP Integration > Ingest Endpoint","Super Admin","API","Verify that entity_deleted event should remove the file from the ingestion index","Payload: {""source"": ""sharepoint"" / ""resourceType"": ""file"" / ""eventType"": ""entity_deleted"" / ""data"": {""entityId"": ""file-abc"" / ""networkId"": ""net-001""}}","file-abc indexed in Discovery Engine / Valid API key configured","1. Send POST with entity_deleted payload for file-abc
2. Verify 200/202 response
3. After processing search Discovery Engine for file-abc content","1. API returns 200 or 202
2. file-abc content is removed from Discovery Engine
3. Search returns no results for file-abc","All","Manual","Sanity Test","P1","RAG-5","agentic-sharepoint-km","QA"
"Agentic > SharePoint KM > ASAP Integration > Ingest Endpoint","Super Admin","API","Check that sending request without API key should return 401 Unauthorized","Payload: valid entity_created payload / No Authorization header","Ingest endpoint deployed / No API key in request header","1. Send POST /api/v1/ingest/external/sharepoint/entity-changes without API key
2. Observe HTTP response code
3. Verify no ingestion is triggered","1. API returns 401 Unauthorized
2. No file is queued for ingestion
3. Error response body contains appropriate message","All","Manual","Regression Test","P0","RAG-5","agentic-sharepoint-km","QA"
"Agentic > SharePoint KM > ASAP Integration > Ingest Endpoint","Super Admin","API","Check that invalid eventType value in payload should return 400 Bad Request","Payload: {""eventType"": ""entity_archived"" / ""source"": ""sharepoint"" / ""data"": {""entityId"": ""file-abc"" / ""networkId"": ""net-001""}}","Valid API key configured / Ingest endpoint deployed","1. Send POST with unsupported eventType='entity_archived'
2. Observe HTTP response
3. Check ingestion queue for file-abc","1. API returns 400 Bad Request
2. Response body indicates invalid eventType
3. No ingestion is queued","All","Manual","Regression Test","P1","RAG-5","agentic-sharepoint-km","QA"
"Agentic > SharePoint KM > ASAP Integration > Ingest Endpoint","Super Admin","API","Check that sending entity_created event for a file that already exists in Discovery Engine should result in update (not duplicate)","Payload: entity_created for file-abc (already indexed) / networkId: net-001","file-abc already indexed / Valid API key configured","1. Confirm file-abc is already indexed in Discovery Engine
2. Send POST entity_created for file-abc again
3. After processing check Discovery Engine for duplicate entries","1. API returns 200 or 202
2. No duplicate document entry created in Discovery Engine
3. Existing document is updated or upserted","All","Manual","Regression Test","P2","RAG-5","agentic-sharepoint-km","QA"
"Agentic > SharePoint KM > ASAP Integration > Ingest Endpoint","Super Admin","API","Verify that entity_deleted for a file not in Discovery Engine should return success without error","Payload: entity_deleted for file-xyz (not indexed) / networkId: net-001","file-xyz not in Discovery Engine / Valid API key configured","1. Confirm file-xyz is NOT in Discovery Engine
2. Send POST entity_deleted for file-xyz
3. Observe HTTP response and logs","1. API returns 200 or 202 (idempotent delete)
2. No error thrown for non-existent file
3. Discovery Engine unchanged","All","Manual","Regression Test","P2","RAG-5","agentic-sharepoint-km","QA"
"Agentic > SharePoint KM > ASAP Integration > KM Message Endpoint","User","API","Check that POST /api/v1/messages/sharepoint-km/text with valid payload should stream SSE events including active and finished","Payload: {""stream"": true / ""userId"": ""user-001"" / ""text"": ""What is in the Q4 report?"" / ""sessionId"": ""sess-001"" / ""microsoftAccessToken"": ""valid-token""}","Valid sharepoint_km_search API key scope / sharepointConfig.enabled=true / Documents indexed in Discovery Engine / Valid microsoftAccessToken","1. Send POST /api/v1/messages/sharepoint-km/text with full valid payload
2. Monitor SSE stream for events
3. Observe event types received
4. Parse finished event for document results","1. SSE stream opens successfully
2. active event received during processing
3. finished event received with SharePointDocument array
4. Documents are relevant to the query","All","Manual","Smoke Test","P0","RAG-6","agentic-sharepoint-km","QA"
"Agentic > SharePoint KM > ASAP Integration > KM Message Endpoint","User","API","Verify that finished SSE event should include SharePointDocument fields: id / name / type / fileExtension / driveId / itemId / webUrl / location","Valid query payload / microsoftAccessToken: valid","Documents with all required fields indexed / Valid API key and token","1. Send valid POST request
2. Capture finished SSE event payload
3. Parse SharePointDocument array from finished event
4. Check each document for required fields","1. Each document contains id / name / type='file' / fileExtension / driveId / itemId / webUrl / location
2. No required field is null or missing
3. webUrl is a valid SharePoint URL","All","Manual","Sanity Test","P1","RAG-6","agentic-sharepoint-km","QA"
"Agentic > SharePoint KM > ASAP Integration > KM Message Endpoint","User","API","Verify that x-api-key header with sharepoint_km_search scope should be required and enforced","Valid x-api-key with sharepoint_km_search scope","sharepoint_km_search scoped API key provisioned","1. Send POST with x-api-key header containing sharepoint_km_search scope
2. Verify 200 response and SSE stream opens
3. Retry with an API key without sharepoint_km_search scope
4. Observe response for scope mismatch","1. Request with correct scope returns 200 and stream opens
2. Request without sharepoint_km_search scope returns 403 or 401
3. Scope enforcement confirmed","All","Manual","Sanity Test","P1","RAG-6","agentic-sharepoint-km","QA"
"Agentic > SharePoint KM > ASAP Integration > KM Message Endpoint","User","API","Check that request with missing microsoftAccessToken should result in empty Graph Search intersection and no document results","Payload without microsoftAccessToken field / networkId: net-001","Valid sharepoint_km_search API key / Documents indexed","1. Send POST with all fields except microsoftAccessToken
2. Observe SSE stream
3. Check finished event for documents","1. Request is accepted (400 only if token is required at API level)
2. Graph Search returns empty (no token for intersection)
3. finished event returns empty document array
4. No server error","All","Manual","Regression Test","P1","RAG-6","agentic-sharepoint-km","QA"
